rn	reflex	gloss	gfn	srcabbr	lgid	language	srcid
551241	madəcɑ	weak		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1669
551242	'dəŋe	correct		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1673
551243	də'lɑ	good [in general sense]		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1675
551244	ma'dəlɑ	bad [in general sense]		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1680
551245	də'nəpu	soft, gentle, smooth		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1693
551246	kə'wek̚	old		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1698
551247	sar'pɑ	new		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1700
551248	kə'mtƈʰer	pretty, cute		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1702
551249	kə'ʃok	clean		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1708
551250	ma'kəʃo	dirty		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1710
551251	kə'rko	hard		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1712
551252	kənə'pu	soft		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1714
551253	tə'tɽiʔ	front		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1719
551254	təŋ'kʰu	back		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1721
551255	tə'lɑʔ	between		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1725
551256	ʔa'tɑ	on		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1729
551257	ʔa'do	under		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1733
551258	ʔə'gu	inside		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1740
551259	ʔə'pʰji	outside		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1742
551260	ʔa'lo	right		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1744
551261	ʔa'ri	left		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1746
551262	də'cʰe	far		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1760
551263	dəmə'ro	high		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1763
551264	də'mŋɑ	low		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1766
551265	kə'rnok	deep		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1768
551266	ma'dərnok	shallow		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1770
551267	kə'rɟom	wide		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1772
551268	kə'tɕer	narrow		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1774
551269	te'cʰej	together		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1776
551270	kə◦mə'ȵot	full		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1779
551271	sa'so	empty		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1781
551272	'tanak̚	morning		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1797
551273	ʃəŋ'lɑ	daytime		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1801
551274	kəka'nak	evening		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1803
551275	tə'mor	night		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1805
551276	kənə'βso	early		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1808
551277	kənə'mor	late		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1810
551278	pi	now		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1812
551279	ʔə'rɽi	previously		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1816
551280	ʔə'kᵘ	after		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1818
551281	kəpe'kətɕʰe	always		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1822
551282	ʔə'ʃni	today		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1829
551283	wa'ʃɬu	yesterday		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1831
551284	so'ʃni	tomorrow		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1833
551285	ʃni'ri	everyday		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1836
551286	te◦'ʃni	day		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1838
551287	te'pɑ	year		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1846
551288	kaw'zi	number		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1865
551289	te'rge	one		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1869
551290	'tawu	two		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1871
551291	kə'som	three		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1873
551292	kə'pli	four		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1875
551293	kə'mŋu	five		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1877
551294	kə'tɽok̚	six		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1879
551295	kə'ʃnis	seven		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1881
551296	wo'rjat	eight		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1883
551297	ko'ngi	nine		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1885
551298	ʃtɕe	ten		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1887
551299	lənə'ʃtɕe	twenty		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1907
551300	ta'xər	times		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1959
551301	kə'tɕe	all		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1976
551302	tə'pʰɑk	half		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1981
551303	'də◦li	heavy		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1993
551304	kə'joʔ	light		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1995
551305	dəmə'ȵɑ	many, much		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	1997
551306	tə'jo	I, me		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	2006
551307	jonje	we, us [plural]		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	2008
551308	ȵe	you (sg.)		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	2011
551309	ȵenje	you [plural]		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	2013
551310	ʔə'jo	he, him		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	2016
551311	ʔəjo'nje	they, them [plural]		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	2020
551312	roŋ	oneself		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	2023
551313	tɕə'te	this		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	2025
551314	wu◦'te	that		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	2027
551315	tɕi'dəŋe	here		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	2039
551316	wi'dəŋe	there		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	2041
551317	sej	who		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	2051
551318	tʰejtɕe	what		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	2053
551319	sej'rɑ	which		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	2055
551320	tʰedəw'sot	how		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	2057
551321	ki'dəŋe	where		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	2059
551322	kə'ʂtɽə	when		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	2065
551323	tʰeste'wajan	how many?		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	2069
551324	tsʰet	some		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	2076
551325	pi	yet, still		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	2113
551326	ʔə'ʃkʰaj	a minute ago		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	2116
551327	jəka'tsɑʔs	up to, till		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	2126
551328	wa'jan	in		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	2133
551329	tacʰɑj'dəŋo	with		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	2137
551330	dəw	and		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	2139
551331	ʃə	also		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	2143
551332	də'mɑk̚	not		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	2158
551333	tʰe'dəŋan	because		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	2169
551334	wa'jan	be, is		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	2185
551335	ka'ʃpɑʔs	can		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	2196
551336	də'ndɽɑʔ	same		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	2206
551337	'jeloʔs	other		YN-RGLD	2125	rGyalrong (Ganzi Danba Banshanmen)	2210
551338	ʁo	head		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0003
551339	ʁʒa'lɑ	forehead		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0011
551340	mow	eye		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0013
551341	mowmow'jaʔ	eyebrow		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0016
551342	mow'plaʔ	tears		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0019
551343	tʰap̚'kʰwaʔt̚	blind		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0021
551344	sni	nose		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0024
551345	ȵoŋ	ear		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0027
551346	'mdʑəko	deaf		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0030
551347	ʁmo	mouth		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0032
551348	ʁmaɫ'dʑa	lips		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0034
551349	βʒa	tongue		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0036
551350	jə'ʁo	dumb		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0038
551351	ʃu'ɣo	tooth		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0040
551352	mdʑoɫ'jə	spittle		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0043
551353	ʃə◦'zʁe	breathe	v	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0047
551354	skaʔ	voice		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0049
551355	xtsə'pʰa	cough		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0051
551356	ʔa'tʰjo	sneeze		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0055
551357	zə'ʁwe	yawn		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0059
551358	mo'ji	jaw, chin		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0063
551359	rŋa	face		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0065
551360	rŋa'bə	cheek		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0068
551361	xmaɫ'mi	mustache		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0071
551362	βʒa'lə	neck		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0075
551363	ʔəɫ'qwa	throat		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0079
551364	jəɫ'vaʔ	shoulder		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0082
551365	ji'ko	elbow		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0087
551366	ʒa	hand		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0091
551367	naji'ʁo	finger		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0095
551368	əjdzə	nail		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0101
551369	zɟa	heart		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0113
551370	vow	belly		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0115
551371	na'tɕʰɑ	guts		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0118
551372	sjiʔ	liver		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0124
551373	vow'tja	navel		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0128
551374	pʰə'tʰa	back		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0130
551375	ɟow	waist		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0133
551376	ŋəma'la	knee		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0165
551377	bla	leg		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0167
551378	rkoɫ	foot		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0171
551379	rkon'tɕa	limp	v	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0173
551380	rə'tɕʰə	body		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0175
551381	moɫ◦'ja	hair of skin		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0178
551382	'dʑədʑa	skin		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0180
551383	spa	pus		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0192
551384	wʃə	sweat		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0194
551385	ʁe	dirt		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0196
551386	sje	blood		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0198
551387	tɕʰə're	bone		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0200
551388	'ʃapmo	strength		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0205
551389	sqʰa'rə	look at	vt	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0208
551390	snə'no	smell it	v	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0211
551391	sȵo	listen to	vt	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0213
551392	qʰa	laugh	v	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0216
551393	nŋo	cry, weep	v	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0218
551394	skʰja	shout	v	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0220
551395	ta'pʰos	clothing		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0223
551396	tsʰat'gogo	clothe	v	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0232
551397	tsʰat'gotʰo	take off	vt	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0236
551398	gələ'kaka	naked		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0238
551399	ʁa	needle		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0277
551400	βʃəɾ	thread		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0279
551401	raw	sew	v	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0281
551402	dzə'ʒa	food, food stuff		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0284
551403	mco	flour		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0300
551404	zdə	meat		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0306
551405	'ləqʰəlo	fruit		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0318
551406	βʃə	seed		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0322
551407	ra'sto	egg		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0326
551408	tsʰʋ	salt		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0328
551409	wa'rtsʰi	grease		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0337
551410	ʃə	milk		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0342
551411	wu'rə	water		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0345
551412	dzi'vja	cook	vt	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0360
551413	'ʔaməsi	ripe		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0374
551414	ndzja	eat	vt	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0376
551415	'ʒala	lick	vt	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0378
551416	'nkəka	chew	vt	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0380
551417	tja	drink	vt	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0383
551418	'ntsətso	suck	vt	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0386
551419	kʰaŋ	vomit	vt	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0388
551420	pʰe'joŋ	spit	v	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0390
551421	na'βjoŋ	get hungry	v	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0392
551422	na◦'spʰa	feel thirsty	v	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0395
551423	ʒoro	tasty		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0399
551424	'cʰuro	sweet		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0401
551425	'sȵaro	bitter		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0405
551426	ʔa'tsʰosi	rotten		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0409
551427	jo	house		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0414
551428	jo'tʰoŋ	build (a house)	vt	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0425
551429	ʁa	door		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0430
551430	zdji	wall		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0440
551431	ja'ʁwa	roof		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0446
551432	ʁmə	fire		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0450
551433	'dəwa	smoke		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0456
551434	'ɣməcʰoʃa	ashes		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0460
551435	ɣmə'βʃoŋ	extinguish	vt	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0471
551436	ɣmə'katʰoɫ	burn	vi	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0475
551437	ji'ndzɑ	sit, stay	v	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0485
551438	ɫgaŋ	sleep	vi	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0494
551439	ɣne'ȵɑ	dream	n	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0499
551440	'roβja	stand up, rise	v	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0504
551441	'ʁacʰo	open	vt	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0516
551442	'cʰondzaŋ	live	v	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0518
551443	gə'rzi	pot		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0538
551444	'zakrə	knife		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0561
551445	srən	cutting edge		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0564
551446	βʃaw	dust		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0592
551447	ʃə'ʃa	wipe	vt	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0594
551448	'xsəri	rope		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0614
551449	ʁba'tʰa	stick of wood		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0623
551450	rə'tɕʰə	be born	v	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0631
551451	rə'ntɕʰa	grow up	v	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0633
551452	sə'βsa	alive	be v	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0635
551453	'tsʰəro	fat		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0637
551454	'nqʰiro	thin		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0639
551455	'rgaro	get tired	v	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0641
551456	'naŋawro	illness		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0645
551457	'ʁmasji	wound		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0654
551458	nŋa'row	be painful, feel pain	v	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0656
551459	'ɣjiro	feel itchy	v	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0658
551460	'nisu	scratch	v	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0660
551461	natsʰa'mcaʃaŋ	cure	vt	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0664
551462	ntɕə	kill	vt	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0671
551463	'ʔasasji	die	vi	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0673
551464	ɫa	god		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0678
551465	kʰəɫ'kʰi	fight	v	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0682
551466	'ngoʁe	fight	v	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0683
551467	ʔa'pjise	run away	vi	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0691
551468	'scatɕʰu	chase	vt	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0693
551469	zakri'cici	sword		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0695
551470	ngrə	spear		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0697
551471	'ʃəqo	bow		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0701
551472	'dzismje	person, man in general		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0708
551473	pdzi	man, male		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0710
551474	smje	woman, female		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0713
551475	jiɫ'ŋa	child		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0717
551476	'smajo	young		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0731
551477	'ʔace	father		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0736
551478	ʔamo	mother		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0738
551479	'bəʒə	son		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0752
551480	'sməŋa	daughter		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0754
551481	mamasnusnu	brother, siblings		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0756
551482	'ʔama	sister		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0758
551483	βdzi	husband		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0766
551484	rɫja	wife		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0769
551485	'təʃɑ	village		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0786
551486	'rŋɫaviʃaŋ	hunt	vt	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0792
551487	namtɕoŋ'kʰe	shoot (a gun)	v	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0794
551488	ʂkə'viʃaŋ	steal	vt	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0807
551489	le'ska	work	v	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0813
551490	ȵa	rest	v	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0815
551491	'βʒa'laŋ	peel	vt	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0823
551492	ʃaŋ	go	vi	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0833
551493	'ʔaʒə	come	vi	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0835
551494	pʰi'ʃaŋ	get out	vi	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0839
551495	we'ʒə	enter	v	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0841
551496	'ʔankʰra	turn	vi	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0843
551497	'ʁoȵe	stop	v	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0854
551498	'ʁrəra	walk	vi	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0862
551499	rdʑoŋ	run	vi	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0864
551500	ʔa'ʃa	swift		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0866
551501	'ʃiʃata	slow		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0868
551502	'laŋbulele	creep	vi	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0871
551503	tɕa	road		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0877
551504	dzo	bridge		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0881
551505	'kʰarlo	wheel		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0888
551506	grə	boat		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0890
551507	sapa	language		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0898
551508	sapa'lan	speak	v	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0901
551509	'ʔajən	say	v	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0904
551510	kajə	ask	v	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0908
551511	jaji'kʰri	call	v	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0929
551512	jmə	name		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0935
551513	jan'dzu	play		YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0938
551514	məȵe	dance	v	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0942
551515	ʁodʑə'dʑənsi	meet, crush	v	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0968
551516	ʁon'ja	wait	v	YN-RGLD	2130	rGyalrong (Ganzi Danba Bawang)	0970
